sgrnaID	gene	untreatedRep1	untreatedRep2	RigosertibRep1	RigosertibRep2
Gene_Expression=negILF3_-_10766720.25-NM_017620,NM_004516	NA	702	702	617	552
Gene_Expression=negIMMT_+_86423657.23-NM_006839	NA	784	784	628	639
Gene_Expression=negIMMT_-_86423029.25-NM_006839	NA	579	579	366	379
Gene_Expression=negINCENP_+_61890088.24-NM_001040694	NA	907	907	680	532
Gene_Expression=negINCENP_-_61892496.24-all	NA	666	666	554	549
Gene_Expression=negINO80C_+_33077568.24-NM_001098817	NA	744	744	578	550
Gene_Expression=negINO80C_+_33078613.25-NM_001098817	NA	366	366	225	271
Gene_Expression=negINO80C_+_33078706.25-NM_194281	NA	288	288	248	260
Gene_Expression=negINO80C_+_33079453.25-NM_001098817	NA	953	953	774	886
Gene_Expression=negINO80_+_41408598.25-all	NA	445	445	433	300
Gene_Expression=negINO80_+_41409797.24-NR_104038	NA	595	595	343	493
Gene_Expression=negINO80_-_41408660.24-NR_104038	NA	860	860	693	527
Gene_Expression=negINO80_-_41409087.25-NR_104038	NA	1038	1038	683	794
Gene_Expression=negINO80_-_41409846.25-NR_104038	NA	724	724	484	635
Gene_Expression=negINO80_-_41409899.24-NM_017553	NA	946	946	608	739
Gene_Expression=negINO80_-_41410072.23-NR_104038	NA	1194	1194	764	948
Gene_Expression=negINTS4_+_77704175.22-all	NA	753	753	447	481
Gene_Expression=negINTS4_+_77706385.23-all	NA	306	306	328	331
Gene_Expression=negINTS4_+_77707168.25-all	NA	1044	1044	771	843
Gene_Expression=negISCU_+_108954797.25-NM_213595	NA	233	233	197	214
Gene_Expression=negISCU_-_108955220.25-NM_213595	NA	875	875	600	732
Gene_Expression=negISCU_-_108956069.23-NM_014301	NA	884	884	709	549
Gene_Expression=negISCU_-_108956569.23-NM_213595	NA	142	142	74	111
Gene_Expression=negISCU_-_108957149.24-NM_014301	NA	800	800	620	928
Gene_Expression=negISCU_-_108957150.25-NM_014301	NA	601	601	452	562
Gene_Expression=negKARS_-_75680231.24-NM_005548	NA	1039	1039	539	732
Gene_Expression=negKARS_-_75682478.24-NM_005548	NA	439	439	349	336
Gene_Expression=negKARS_-_75683314.24-NM_001130089	NA	946	946	797	729
Gene_Expression=negKIF11_+_94352827.25-all	NA	773	773	585	574
Gene_Expression=negKIF18A_+_28129676.24-all	NA	885	885	612	735
Gene_Expression=negKPNB1_+_45725725.24-NM_002265	NA	839	839	546	511
Gene_Expression=negKPNB1_-_45728012.24-NM_002265	NA	640	640	564	580
Gene_Expression=negKPNB1_-_45728081.25-NM_001276453	NA	534	534	450	370
Gene_Expression=negLAS1L_+_64753006.25-NM_001170649	NA	839	839	659	733
Gene_Expression=negLAS1L_+_64754047.24-NM_001170650	NA	698	698	417	428
Gene_Expression=negLAS1L_+_64756031.24-NM_031206	NA	438	438	381	382
Gene_Expression=negLAS1L_-_64755328.21-NM_031206	NA	351	351	252	216
Gene_Expression=negLAS1L_-_64756431.25-NM_001170649	NA	705	705	329	548
Gene_Expression=negLENG1_-_54662668.22-all	NA	675	675	448	475
Gene_Expression=negLETM1_-_1859734.25-all	NA	777	777	563	718
Gene_Expression=negLIAS_+_39459864.25-NM_194451	NA	1012	1012	689	661
Gene_Expression=negLIAS_-_39460402.24-NM_001278591	NA	958	958	654	587
Gene_Expression=negLIAS_-_39461837.25-NM_006859,NM_194451	NA	719	719	468	449
Gene_Expression=negLIAS_-_39462044.23-NM_001278591	NA	1100	1100	780	869
Gene_Expression=negLIN54_+_83930883.23-NM_001115008	NA	1055	1055	833	734
Gene_Expression=negLIN54_+_83933332.25-NM_001115007,NM_001115008	NA	1077	1077	846	934
Gene_Expression=negLIN54_+_83933390.25-NM_001115007	NA	904	904	602	618
Gene_Expression=negLIN54_+_83933916.22-NM_001115007	NA	685	685	383	390
Gene_Expression=negLSG1_+_194392860.23-all	NA	942	942	596	583
Gene_Expression=negLSM6_+_147097162.23-all	NA	1210	1210	917	1077
Gene_Expression=negLSM6_-_147098186.24-all	NA	831	831	465	685
Gene_Expression=negLUC7L2_+_139023885.24-NM_001244585	NA	954	954	711	714
Gene_Expression=negLUC7L2_-_139024095.24-NM_001244585	NA	903	903	648	675
Gene_Expression=negLUC7L2_-_139026138.24-NM_001244585	NA	795	795	463	493
Gene_Expression=negLUC7L2_-_139044161.24-NM_001270643	NA	772	772	550	588
Gene_Expression=negLUC7L3_+_48798643.24-NM_016424	NA	1213	1213	979	918
Gene_Expression=negLUC7L3_-_48795854.25-NM_016424	NA	903	903	633	725
Gene_Expression=negLYRM4_+_5261779.25-NM_020408	NA	201	201	104	118
Gene_Expression=negLYRM4_-_5261653.24-NR_104417	NA	1314	1314	972	862
Gene_Expression=negLYRM4_-_5261692.25-NM_020408	NA	392	392	282	306
Gene_Expression=negLYRM4_-_5261736.23-NR_104417	NA	1016	1016	541	674
Gene_Expression=negLYRM4_-_5262021.24-NR_104418	NA	476	476	384	408
Gene_Expression=negMARS_+_57880278.25-all	NA	510	510	259	361
Gene_Expression=negMATR3_+_138609396.24-NM_199189	NA	1040	1040	849	776
Gene_Expression=negMATR3_+_138609628.25-NM_199189	NA	815	815	500	635
Gene_Expression=negMATR3_+_138627698.25-NM_001194955	NA	710	710	482	500
Gene_Expression=negMATR3_+_138630182.23-NM_018834	NA	824	824	586	650
Gene_Expression=negMATR3_+_138630214.25-NM_001194955	NA	610	610	483	596
Gene_Expression=negMATR3_-_138629549.23-NM_001194955,NM_001194956	NA	1074	1074	871	823
Gene_Expression=negMATR3_-_138630308.24-NM_001194955	NA	1093	1093	870	849
Gene_Expression=negMCM3AP_+_47706155.23-all	NA	476	476	352	340
Gene_Expression=negMCM7_+_99696687.24-NM_182776	NA	1048	1048	782	935
Gene_Expression=negMCM7_+_99697209.25-NM_182776	NA	1010	1010	949	900
Gene_Expression=negMCM7_+_99697997.24-NM_182776	NA	981	981	687	775
Gene_Expression=negMCM7_+_99698280.24-NM_005916	NA	756	756	656	618
Gene_Expression=negMCM7_+_99699642.24-NM_005916	NA	349	349	411	348
Gene_Expression=negMCM7_+_99699919.24-NM_001278595	NA	675	675	568	637
Gene_Expression=negMCM7_-_99699663.25-NM_182776	NA	733	733	550	679
Gene_Expression=negMCM7_-_99701212.24-NM_001278595	NA	1032	1032	812	806
Gene_Expression=negMDN1_-_90528473.25-all	NA	414	414	281	353
Gene_Expression=negMDN1_-_90529790.24-all	NA	908	908	638	723
Gene_Expression=negMED12_+_70337159.25-all	NA	852	852	589	735
Gene_Expression=negMED12_+_70338647.25-all	NA	829	829	637	567
Gene_Expression=negMED12_-_70338221.25-all	NA	1424	1424	995	1154
Gene_Expression=negMED14_-_40594665.24-all	NA	802	802	662	667
Gene_Expression=negMED14_-_40595127.24-all	NA	667	667	653	583
Gene_Expression=negMED26_-_16738838.22-all	NA	894	894	575	670
Gene_Expression=negMED4_+_48669221.25-NM_001270629	NA	705	705	556	613
Gene_Expression=negMED4_+_48669755.24-NM_001270629	NA	1328	1328	894	1051
Gene_Expression=negMFAP1_-_44117048.25-all	NA	736	736	545	624
Gene_Expression=negMIS12_+_5388922.23-NM_001258220	NA	970	970	756	801
Gene_Expression=negMIS12_+_5388925.24-NM_001258219	NA	1511	1511	1035	1182
Gene_Expression=negMIS12_+_5390224.24-NM_001258220	NA	1166	1166	821	1025
Gene_Expression=negMIS12_+_5390983.22-NM_001258218	NA	855	855	479	582
Gene_Expression=negMIS12_-_5389933.25-NM_001258220	NA	746	746	615	541
Gene_Expression=negMIS12_-_5390168.25-NM_001258219	NA	970	970	669	660
Gene_Expression=negMRPL35_+_86426299.23-NM_145644	NA	701	701	413	743
Gene_Expression=negMRPL35_-_86426065.25-NM_145644	NA	1006	1006	947	679
Gene_Expression=negMRPL3_+_131222844.24-all	NA	1050	1050	800	859
Gene_Expression=negMRPL3_-_131221642.24-all	NA	743	743	619	593
Gene_Expression=negMRPL48_+_73500353.24-all	NA	619	619	485	508
Gene_Expression=negMRPL48_-_73499129.25-all	NA	1195	1195	849	886
Gene_Expression=negMRPS22_-_139061636.25-all	NA	722	722	512	521
Gene_Expression=negMRPS27_+_71614837.25-NM_015084	NA	904	904	741	611
Gene_Expression=negMRPS27_+_71615951.22-NM_015084,NM_001286748	NA	1000	1000	754	664
Gene_Expression=negMRPS27_+_71616452.24-NM_001286751	NA	1281	1281	1005	1012
Gene_Expression=negMRPS27_+_71616974.25-NM_001286751	NA	306	306	150	305
Gene_Expression=negMRPS27_+_71617278.23-NM_015084	NA	964	964	831	798
Gene_Expression=negMRPS27_-_71615513.25-NM_015084	NA	797	797	652	633
Gene_Expression=negMRPS27_-_71616921.23-NM_001286751	NA	814	814	659	760
Gene_Expression=negMTOR_+_11321510.24-all	NA	633	633	361	437
Gene_Expression=negNAA15_+_140222116.25-all	NA	740	740	472	638
Gene_Expression=negNAA50_+_113464553.25-all	NA	458	458	324	318
Gene_Expression=negNAA50_+_113465168.24-all	NA	564	564	392	513
Gene_Expression=negNACA_+_57119207.24-NM_001113203	NA	967	967	674	689
Gene_Expression=negNACA_-_57118672.24-NM_001113202	NA	871	871	472	512
Gene_Expression=negNACA_-_57119088.23-NR_045277	NA	721	721	629	611
Gene_Expression=negNACA_-_57120395.23-NM_001113202	NA	1355	1355	898	1088
Gene_Expression=negNARS2_+_78287624.25-NM_001243251	NA	628	628	516	427
Gene_Expression=negNARS_-_55287432.25-all	NA	650	650	508	524
Gene_Expression=negNARS_-_55290080.24-all	NA	407	407	425	375
Gene_Expression=negNAT10_+_34128674.25-NM_024662	NA	656	656	548	555
Gene_Expression=negNAT10_-_34126923.25-NM_024662	NA	772	772	500	613
Gene_Expression=negNBAS_+_15700962.24-NM_015909	NA	587	587	378	396
Gene_Expression=negNCAPG_+_17812397.24-NR_073124	NA	1267	1267	857	795
Gene_Expression=negNCAPH_+_97002961.25-NM_001281711	NA	534	534	331	399
Gene_Expression=negNCAPH_+_97003022.22-NM_001281710	NA	1360	1360	889	901
Gene_Expression=negNCAPH_-_97001132.23-NM_001281710	NA	659	659	529	532
Gene_Expression=negNCAPH_-_97001765.25-NM_001281710	NA	282	282	187	229
Gene_Expression=negNCAPH_-_97001775.23-NM_015341,NM_001281711	NA	1312	1312	761	884
Gene_Expression=negNCAPH_-_97002375.24-NM_015341	NA	930	930	634	753
Gene_Expression=negNFYC_+_41157063.24-NM_001142588	NA	679	679	428	468
Gene_Expression=negNFYC_+_41157406.24-NM_014223	NA	1323	1323	710	932
Gene_Expression=negNFYC_+_41157422.23-NM_001142590	NA	738	738	616	533
Gene_Expression=negNFYC_-_41157985.24-NM_001142588,NM_014223	NA	648	648	542	518
Gene_Expression=negNFYC_-_41158013.24-NM_001142590	NA	1210	1210	904	907
Gene_Expression=negNFYC_-_41158133.23-NM_001142588	NA	1493	1493	1008	1150
Gene_Expression=negNFYC_-_41158290.22-NM_001142588	NA	693	693	401	424
Gene_Expression=negNFYC_-_41158365.24-NM_014223	NA	1022	1022	653	715
Gene_Expression=negNHP2L1_-_42083243.23-NM_001003796	NA	576	576	350	357
Gene_Expression=negNIFK_+_122492825.23-all	NA	795	795	614	588
Gene_Expression=negNIFK_+_122493739.24-all	NA	823	823	519	558
Gene_Expression=negNIFK_+_122495500.25-all	NA	527	527	356	361
Gene_Expression=negNIFK_-_122495236.22-all	NA	1089	1089	740	637
Gene_Expression=negNIPBL_+_36876545.25-NM_015384	NA	455	455	421	351
Gene_Expression=negNIPBL_-_36876760.23-NM_015384	NA	1066	1066	786	828
Gene_Expression=negNIPBL_-_36878514.25-NM_133433	NA	1111	1111	807	847
Gene_Expression=negNKAP_+_119079295.23-all	NA	557	557	432	485
Gene_Expression=negNKAP_-_119076986.24-all	NA	453	453	460	350
Gene_Expression=negNOL11_+_65713804.24-all	NA	834	834	540	608
Gene_Expression=negNOL11_-_65714111.22-all	NA	1196	1196	811	823
Gene_Expression=negNOLC1_+_103910827.24-NM_004741	NA	1012	1012	728	607
Gene_Expression=negNOLC1_-_103910720.24-NM_001284388	NA	1226	1226	871	765
Gene_Expression=negNOLC1_-_103911679.23-NM_001284389	NA	1152	1152	820	943
Gene_Expression=negNOLC1_-_103911720.25-NM_001284388	NA	461	461	344	285
Gene_Expression=negNOP58_-_203130759.25-all	NA	501	501	401	373
Gene_Expression=negNOP58_-_203130760.25-all	NA	590	590	367	363
Gene_Expression=negNOP58_-_203131812.24-all	NA	744	744	437	582
Gene_Expression=negNOP58_-_203132046.22-all	NA	547	547	413	432
Gene_Expression=negNPAT_+_108092636.24-all	NA	593	593	392	445
Gene_Expression=negNPAT_-_108093001.23-all	NA	1284	1284	798	806
Gene_Expression=negNRF1_+_129251850.23-NM_005011	NA	861	861	547	509
Gene_Expression=negNRF1_+_129251914.25-NM_005011	NA	780	780	541	608
Gene_Expression=negNRF1_+_129252078.23-NM_005011	NA	553	553	427	418
Gene_Expression=negNSRP1_+_28442125.24-NM_032141	NA	526	526	401	453
Gene_Expression=negNSRP1_-_28442654.23-NM_032141	NA	925	925	702	760
Gene_Expression=negNSRP1_-_28443911.23-NM_001261467	NA	730	730	574	485
Gene_Expression=negNUDC_-_27248275.23-all	NA	739	739	572	515
Gene_Expression=negNUP153_+_17705276.25-NM_001278210	NA	480	480	271	409
Gene_Expression=negNUP153_+_17708297.25-NM_001278210	NA	923	923	777	726
Gene_Expression=negNUP153_+_17708460.22-NM_001278210	NA	1008	1008	704	800
Gene_Expression=negNUP153_-_17705811.22-NM_005124	NA	518	518	388	345
Gene_Expression=negNUP155_-_37371226.25-NM_004298	NA	731	731	570	586
Gene_Expression=negNUP205_-_135242717.25-all	NA	533	533	370	403
Gene_Expression=negNUP205_-_135243251.23-all	NA	688	688	449	534
Gene_Expression=negNUP214_-_134002223.22-all	NA	1079	1079	698	711
Gene_Expression=negNUP54_+_77069053.24-NR_103782,NM_017426	NA	1150	1150	856	880
Gene_Expression=negNUP54_+_77069561.21-NM_017426	NA	928	928	757	910
Gene_Expression=negNUP54_+_77069618.21-NR_103780	NA	589	589	518	540
Gene_Expression=negNUP54_+_77070243.25-NR_103782,NR_103781	NA	835	835	473	666
Gene_Expression=negNUP54_-_77069134.25-NR_103782,NR_103780,NM_017426	NA	739	739	379	416
Gene_Expression=negNUP54_-_77069381.25-NR_103780	NA	374	374	184	186
Gene_Expression=negNUP54_-_77069695.25-NR_103780	NA	744	744	525	535
Gene_Expression=negNUP54_-_77069952.22-NR_103780	NA	798	798	494	534
Gene_Expression=negNUP54_-_77070412.24-NM_017426	NA	1334	1334	1031	953
Gene_Expression=negNUP93_+_56764244.25-NM_014669	NA	512	512	408	464
Gene_Expression=negNUP93_+_56764684.24-NM_014669	NA	903	903	790	909
Gene_Expression=negNUP93_+_56815657.23-NM_001242796	NA	1031	1031	852	674
Gene_Expression=negNUP98_+_3817739.24-NM_016320	NA	437	437	271	367
Gene_Expression=negNUP98_+_3818423.24-NM_139131	NA	1141	1141	914	851
Gene_Expression=negNUP98_+_3820473.23-NM_139132	NA	1858	1858	1385	1352
Gene_Expression=negNUP98_-_3818542.23-NM_139131	NA	1472	1472	975	1012
Gene_Expression=negNUP98_-_3819244.21-NM_016320	NA	952	952	672	856
Gene_Expression=negNUTF2_-_67879281.23-all	NA	1031	1031	879	875
Gene_Expression=negNUTF2_-_67881204.21-all	NA	1053	1053	848	752
Gene_Expression=negOGDH_+_44646636.25-NM_001003941	NA	461	461	371	369
Gene_Expression=negOGDH_+_44646901.24-NM_002541	NA	907	907	675	775
Gene_Expression=negOGDH_+_44647004.24-NM_001165036,NM_001003941	NA	477	477	363	376
Gene_Expression=negOGDH_+_44647369.22-NM_001003941	NA	696	696	454	579
Gene_Expression=negOGDH_+_44647688.25-NM_001003941	NA	848	848	674	681
Gene_Expression=negOGDH_-_44645995.25-NM_001003941	NA	706	706	526	661
Gene_Expression=negOGDH_-_44646423.23-NM_001003941	NA	471	471	373	320
Gene_Expression=negOIP5_+_41623372.25-all	NA	1413	1413	937	1122
Gene_Expression=negOIP5_-_41626359.24-all	NA	1249	1249	999	1075
Gene_Expression=negORC5_+_103848386.24-NM_002553	NA	661	661	373	413
Gene_Expression=negPABPN1_+_23787789.25-all	NA	569	569	371	412
Gene_Expression=negPABPN1_-_23789647.24-all	NA	655	655	540	539
Gene_Expression=negPAFAH1B1_+_2496939.22-all	NA	989	989	768	616
Gene_Expression=negPAFAH1B1_-_2496696.24-all	NA	763	763	577	576
Gene_Expression=negPAFAH1B1_-_2497903.24-all	NA	1373	1373	1052	1111
Gene_Expression=negPAICS_+_57301024.24-NM_001079524	NA	866	866	610	618
Gene_Expression=negPAICS_+_57301809.24-NM_001079525	NA	632	632	424	461
Gene_Expression=negPAICS_+_57301983.21-NM_001079525	NA	1190	1190	855	845
Gene_Expression=negPAICS_+_57303808.24-NM_001079525	NA	1236	1236	969	1000
Gene_Expression=negPAICS_-_57302154.24-NM_006452	NA	757	757	537	533
Gene_Expression=negPAICS_-_57303458.25-NM_001079525	NA	805	805	640	627
Gene_Expression=negPAK1IP1_-_10693593.24-all	NA	719	719	619	654
Gene_Expression=negPAK1IP1_-_10695147.24-all	NA	1036	1036	835	874
Gene_Expression=negPDCD11_-_105157023.24-all	NA	1268	1268	973	919
Gene_Expression=negPHAX_+_125935765.25-all	NA	1099	1099	831	852
Gene_Expression=negPHAX_-_125936268.25-all	NA	367	367	213	263
Gene_Expression=negPHAX_-_125936402.24-all	NA	789	789	654	660
Gene_Expression=negPHAX_-_125936786.24-all	NA	271	271	167	213
Gene_Expression=negPHAX_-_125937743.23-all	NA	1656	1656	1286	1301
Gene_Expression=negPISD_+_32028196.25-all	NA	978	978	641	714
Gene_Expression=negPOLA1_+_24712073.24-all	NA	1349	1349	847	878
Gene_Expression=negPOLD3_+_74305037.23-NM_006591	NA	1290	1290	796	890
Gene_Expression=negPOLD3_-_74303889.22-NR_046409	NA	370	370	299	381
Gene_Expression=negPOLD3_-_74304053.25-NM_006591	NA	614	614	501	535
Gene_Expression=negPOLD3_-_74304250.25-NR_046410	NA	1095	1095	868	873
Gene_Expression=negPOLR1B_+_113299488.25-NM_001137604	NA	867	867	577	762
Gene_Expression=negPOLR1B_+_113299983.25-NM_001282772	NA	887	887	757	792
Gene_Expression=negPOLR1B_+_113300022.24-NM_001137604	NA	1137	1137	841	893
Gene_Expression=negPOLR1B_-_113299092.25-NM_001282779	NA	172	172	173	192
Gene_Expression=negPOLR1B_-_113299167.25-NM_001282774	NA	852	852	506	571
Gene_Expression=negPOLR1B_-_113299580.21-NM_019014	NA	855	855	670	682
Gene_Expression=negPOLR1B_-_113299813.22-NM_001282777	NA	620	620	505	534
Gene_Expression=negPOLR1B_-_113300173.23-NM_001282777	NA	1217	1217	899	972
Gene_Expression=negPOLR1B_-_113300290.22-NM_001282776	NA	1009	1009	835	823
Gene_Expression=negPOLR1B_-_113300414.23-NM_001282776,NM_001282779	NA	1207	1207	773	964
Gene_Expression=negPOLR1B_-_113300630.24-NM_001282776	NA	852	852	642	724
Gene_Expression=negPOLR1B_-_113300961.25-NM_001282779	NA	431	431	369	284
Gene_Expression=negPOLR1B_-_113301129.24-NM_001282776,NM_001282772	NA	854	854	655	655
Gene_Expression=negPOLR1C_+_43483804.23-all	NA	1128	1128	774	938
Gene_Expression=negPOLR1C_+_43484533.23-all	NA	795	795	715	643
Gene_Expression=negPOLR1C_-_43484914.25-all	NA	535	535	421	478
Gene_Expression=negPOLR2A_+_7387735.24-all	NA	804	804	650	590
Gene_Expression=negPOLR2A_-_7387465.23-all	NA	274	274	166	248
Gene_Expression=negPOLR2B_+_57843653.24-all	NA	457	457	376	366
Gene_Expression=negPOLR2B_+_57843933.25-all	NA	1086	1086	794	883
Gene_Expression=negPOLR2B_-_57844249.25-all	NA	811	811	682	533
Gene_Expression=negPOLR2E_+_1094722.23-all	NA	616	616	520	462
Gene_Expression=negPOLR2E_+_1095222.25-all	NA	727	727	544	491
Gene_Expression=negPOLR2E_+_1095388.25-all	NA	794	794	666	674
Gene_Expression=negPOLR3A_+_79789036.24-all	NA	644	644	543	431
Gene_Expression=negPOLR3B_+_106751479.25-all	NA	139	139	140	157
Gene_Expression=negPOLR3B_+_106753351.25-NM_001160708	NA	511	511	295	330
Gene_Expression=negPOLR3B_-_106752864.23-NM_001160708	NA	776	776	714	743
Gene_Expression=negPPP1R10_+_30584941.25-NR_072994	NA	701	701	549	512
Gene_Expression=negPPP1R10_+_30586811.22-NR_072994	NA	995	995	881	861
Gene_Expression=negPPP1R10_-_30585563.24-NR_072994	NA	831	831	529	518
Gene_Expression=negPPP1R8_+_28157012.23-NM_138558	NA	2375	2375	1817	1808
Gene_Expression=negPPP1R8_-_28156862.22-NM_014110,NM_138558	NA	859	859	596	675
Gene_Expression=negPPP1R8_-_28157771.24-NM_138558	NA	753	753	545	571
Gene_Expression=negPPP1R8_-_28158654.23-NM_014110	NA	709	709	657	591
Gene_Expression=negPPP2R1A_-_52692195.23-NM_014225	NA	632	632	397	571
Gene_Expression=negPPP2R1A_-_52694605.25-NM_014225	NA	728	728	538	569
Gene_Expression=negPPP2R3C_+_35592213.22-all	NA	880	880	505	551
Gene_Expression=negPPP2R3C_-_35593271.23-all	NA	1604	1604	1288	1218
Gene_Expression=negPRC1_+_91539125.23-NM_199413	NA	194	194	138	246
Gene_Expression=negPRC1_-_91536876.25-NM_001267580	NA	898	898	460	594
Gene_Expression=negPRC1_-_91537814.24-NM_199413	NA	460	460	286	328
Gene_Expression=negPRPF19_+_60674989.25-all	NA	577	577	306	387
Gene_Expression=negPRPF40A_+_153574905.25-all	NA	603	603	455	504
Gene_Expression=negPRPF40A_-_153574735.25-all	NA	879	879	453	776
Gene_Expression=negPRPF4B_+_4020754.25-all	NA	562	562	386	403
Gene_Expression=negPRPF8_+_1589257.25-all	NA	1068	1068	691	896
Gene_Expression=negPSMA1_+_14540769.25-NM_001143937	NA	1288	1288	1042	1026
Gene_Expression=negPSMA1_+_14542997.25-NM_002786	NA	846	846	577	654
Gene_Expression=negPSMA1_+_14543051.25-NM_001143937	NA	807	807	511	536
Gene_Expression=negPSMA1_-_14543223.24-NM_001143937	NA	624	624	465	444
Gene_Expression=negPSMA3_+_58713000.24-NR_038123	NA	700	700	426	413
Gene_Expression=negPSMA3_-_58711681.23-NR_038123	NA	645	645	500	453
Gene_Expression=negPSMA3_-_58711750.23-NM_152132	NA	842	842	755	631
Gene_Expression=negPSMA3_-_58711953.25-NR_038123	NA	1409	1409	1011	959
Gene_Expression=negPSMA3_-_58712084.23-NM_152132	NA	649	649	577	641
Gene_Expression=negPSMA6_-_35760968.24-NM_002791	NA	570	570	414	478
Gene_Expression=negPSMA6_-_35761634.25-NM_002791	NA	513	513	461	431
Gene_Expression=negPSMA6_-_35761650.25-NM_001282232	NA	807	807	645	594
Gene_Expression=negPSMA6_-_35761659.23-NR_104110	NA	943	943	894	818
Gene_Expression=negPSMA6_-_35761954.22-NM_002791	NA	682	682	656	715
Gene_Expression=negPSMA6_-_35763299.25-NR_104110	NA	569	569	513	489
Gene_Expression=negPSMA7_+_60719192.24-all	NA	1164	1164	731	664
Gene_Expression=negPSMB2_+_36098741.24-NM_001199780	NA	762	762	497	565
Gene_Expression=negPSMB2_+_36106900.25-NM_002794	NA	523	523	374	378
Gene_Expression=negPSMB2_+_36106926.25-NM_001199779	NA	540	540	298	302
Gene_Expression=negPSMB4_-_151372603.25-all	NA	1017	1017	600	813
Gene_Expression=negPSMB4_-_151373273.23-all	NA	603	603	388	410
Gene_Expression=negPSMB6_+_4698425.24-NM_002798	NA	997	997	743	633
Gene_Expression=negPSMB6_+_4700977.23-NM_001270481	NA	688	688	444	441
Gene_Expression=negPSMB6_-_4698778.23-NM_001270481	NA	670	670	533	533
Gene_Expression=negPSMC1_+_90723364.23-all	NA	1236	1236	796	765
Gene_Expression=negPSMC1_+_90724148.25-all	NA	887	887	626	587
Gene_Expression=negPSMC1_-_90724002.23-all	NA	1295	1295	905	1160
Gene_Expression=negPSMC2_-_102986320.23-NM_002803	NA	995	995	723	750
Gene_Expression=negPSMC2_-_102987596.23-NM_002803	NA	1069	1069	683	712
Gene_Expression=negPSMC2_-_102987626.24-NM_001204453	NA	1029	1029	763	704
Gene_Expression=negPSMC4_-_40476550.23-NM_006503	NA	909	909	619	691
Gene_Expression=negPSMC4_-_40477221.24-NM_153001	NA	968	968	646	581
Gene_Expression=negPSMD13_+_236216.25-NM_175932	NA	490	490	425	320
Gene_Expression=negPSMD13_+_237150.22-NM_002817	NA	684	684	566	620
Gene_Expression=negPSMD13_-_237123.24-NM_175932	NA	1192	1192	805	848
Gene_Expression=negPSMD13_-_238571.24-NM_002817	NA	1278	1278	1088	1071
Gene_Expression=negPSMD14_-_162164741.25-all	NA	870	870	658	579
Gene_Expression=negPSMD1_+_231920348.25-NR_034059	NA	500	500	422	358
Gene_Expression=negPSMD1_+_231921269.23-NM_001191037	NA	590	590	497	442
Gene_Expression=negPSMD1_+_231923011.24-NR_034059	NA	1391	1391	1142	1059
Gene_Expression=negPSMD1_-_231920780.25-NM_001191037	NA	1019	1019	628	724
Gene_Expression=negPSMD1_-_231921891.25-NR_034059	NA	1063	1063	598	721
Gene_Expression=negPSMD1_-_231922175.23-NM_001191037	NA	1346	1346	947	1016
Gene_Expression=negPSMD2_+_184018273.23-NM_001278708	NA	852	852	730	533
Gene_Expression=negPSMD2_-_184017020.23-NM_001278709	NA	1315	1315	882	1062
Gene_Expression=negPSMD2_-_184017974.25-NM_001278708	NA	981	981	872	864
Gene_Expression=negPSMD2_-_184019378.23-NM_001278709	NA	999	999	627	621
Gene_Expression=negPSMD4_+_151228749.24-all	NA	680	680	474	509
Gene_Expression=negPSMD6_+_64008272.22-NM_014814	NA	723	723	652	631
Gene_Expression=negPSMD6_+_64009636.24-NM_014814	NA	618	618	445	501
Gene_Expression=negPSMD6_-_64008168.25-NM_001271781	NA	695	695	503	499
Gene_Expression=negPSMD6_-_64008653.24-NM_014814	NA	604	604	553	407
Gene_Expression=negPSMD6_-_64008929.24-NM_014814	NA	1176	1176	828	959
Gene_Expression=negPSMD6_-_64010063.22-NM_014814	NA	1214	1214	828	952
Gene_Expression=negPSMD8_-_38864218.24-all	NA	1148	1148	847	888
Gene_Expression=negPSMD8_-_38864534.21-all	NA	533	533	366	398
Gene_Expression=negPSMD8_-_38866574.24-all	NA	697	697	445	468
Gene_Expression=negRABGGTB_+_76251026.22-NR_073562	NA	893	893	657	682
Gene_Expression=negRABGGTB_-_76251809.25-NM_004582	NA	1014	1014	670	674
Gene_Expression=negRAD50_-_131892643.24-all	NA	1079	1079	892	828
Gene_Expression=negRAE1_+_55925137.25-NM_001015885	NA	606	606	480	481
Gene_Expression=negRAE1_+_55925587.24-NM_001015885	NA	1010	1010	770	917
Gene_Expression=negRAE1_+_55927013.22-NM_001015885	NA	1064	1064	795	828
Gene_Expression=negRAE1_-_55925901.25-NM_001015885	NA	720	720	441	590
Gene_Expression=negRAE1_-_55926294.23-NM_003610	NA	537	537	416	508
Gene_Expression=negRAE1_-_55926565.24-NM_001015885	NA	571	571	241	319
Gene_Expression=negRARS2_+_88299747.24-all	NA	830	830	669	671
Gene_Expression=negRBBP4_+_33115499.23-NM_001135256	NA	965	965	830	730
Gene_Expression=negRBBP4_+_33115521.23-NM_001135255	NA	1087	1087	818	776
Gene_Expression=negRBBP4_+_33116849.23-NM_005610	NA	532	532	478	410
Gene_Expression=negRBBP4_+_33116849.25-NM_005610	NA	450	450	253	357
Gene_Expression=negRBBP4_+_33117642.22-NM_005610	NA	1290	1290	992	948
Gene_Expression=negRBBP4_+_33118497.25-NM_005610	NA	896	896	730	666
Gene_Expression=negRBBP4_-_33117286.24-NM_001135255	NA	1057	1057	655	680
