sgId	gene	untreated_day15Rep1	untreated_day15Rep2	RigosertibRep1	RigosertibRep2
Stress_Proteostasis=negCSTF1_-_54967452.23-NM_001033522	negative_control	262	327	352	325
Stress_Proteostasis=negCTCF_+_67594586.21-NM_001191022	negative_control	583	671	546	722
Stress_Proteostasis=negCTCF_+_67596663.23-NM_001191022	negative_control	178	171	65	71
Stress_Proteostasis=negCTCF_-_67595910.24-NM_001191022	negative_control	0	0	0	0
Stress_Proteostasis=negCTNNBL1_+_36322311.25-NM_001281495	negative_control	329	345	333	400
Stress_Proteostasis=negCTNNBL1_-_36322482.25-NM_030877	negative_control	86	106	63	71
Stress_Proteostasis=negCYB5B_-_69456930.23-all	negative_control	619	561	511	497
Stress_Proteostasis=negDAP3_-_155658656.25-NM_004632,NM_001199851	negative_control	832	842	823	846
Stress_Proteostasis=negDAP3_-_155659629.24-NM_004632,NM_001199849	negative_control	240	331	408	337
Stress_Proteostasis=negDAP3_-_155660662.23-NM_001199850	negative_control	330	430	370	401
Stress_Proteostasis=negDARS_-_136742844.24-all	negative_control	498	560	680	669
Stress_Proteostasis=negDCPS_+_126172879.25-all	negative_control	533	498	431	486
Stress_Proteostasis=negDCPS_+_126173809.25-all	negative_control	652	657	761	781
Stress_Proteostasis=negDCPS_+_126175256.25-all	negative_control	434	463	424	391
Stress_Proteostasis=negDCPS_-_126172996.23-all	negative_control	752	914	657	711
Stress_Proteostasis=negDDX18_+_118572074.24-all	negative_control	292	341	288	289
Stress_Proteostasis=negDDX21_+_70715348.24-NM_001256910	negative_control	490	543	516	486
Stress_Proteostasis=negDDX21_-_70715832.25-NM_001256910	negative_control	571	681	601	561
Stress_Proteostasis=negDDX42_+_61849863.24-NM_203499	negative_control	792	842	894	796
Stress_Proteostasis=negDDX42_+_61851016.25-NM_007372	negative_control	316	396	524	339
Stress_Proteostasis=negDDX42_-_61852034.23-NM_203499	negative_control	382	505	457	491
Stress_Proteostasis=negDDX46_+_134094024.24-all	negative_control	483	542	488	479
Stress_Proteostasis=negDDX47_+_12964985.22-NM_201224	negative_control	641	762	730	639
Stress_Proteostasis=negDDX47_+_12966174.25-NM_016355	negative_control	132	157	113	69
Stress_Proteostasis=negDDX52_-_36003447.25-all	negative_control	572	576	582	549
Stress_Proteostasis=negDDX54_+_113623071.23-NM_024072	negative_control	110	83	75	86
Stress_Proteostasis=negDDX54_+_113624534.21-NM_001111322	negative_control	95	123	157	116
Stress_Proteostasis=negDDX54_-_113621534.24-NM_024072	negative_control	779	968	692	779
Stress_Proteostasis=negDDX54_-_113623300.25-NM_001111322	negative_control	731	724	695	724
Stress_Proteostasis=negDDX54_-_113624580.25-NM_024072	negative_control	127	131	81	92
Stress_Proteostasis=negDDX55_-_124087817.23-all	negative_control	326	492	400	401
Stress_Proteostasis=negDDX55_-_124088154.23-all	negative_control	980	1175	1244	1138
Stress_Proteostasis=negDDX6_+_118661789.24-NM_001257191	negative_control	446	400	508	482
Stress_Proteostasis=negDDX6_+_118661919.25-NM_001257191	negative_control	635	597	362	327
Stress_Proteostasis=negDHX15_-_24587632.24-all	negative_control	45	47	99	69
Stress_Proteostasis=negDHX33_+_5371498.24-NM_020162	negative_control	825	944	893	813
Stress_Proteostasis=negDIDO1_+_61556413.24-NM_001193370	negative_control	762	820	750	740
Stress_Proteostasis=negDIDO1_+_61567964.24-NM_022105	negative_control	818	850	968	880
Stress_Proteostasis=negDIDO1_-_61558156.25-NM_001193369,NM_001193370	negative_control	431	556	413	433
Stress_Proteostasis=negDIDO1_-_61569415.25-NM_033081,NM_080797	negative_control	386	293	398	296
Stress_Proteostasis=negDIDO1_-_61569589.23-NM_080797,NM_022105	negative_control	352	362	384	277
Stress_Proteostasis=negDKC1_+_153989838.23-NM_001142463	negative_control	444	482	434	478
Stress_Proteostasis=negDKC1_+_153991404.24-NM_001142463	negative_control	134	235	114	178
Stress_Proteostasis=negDTL_+_212207170.25-NM_001286230	negative_control	388	463	335	381
Stress_Proteostasis=negDTL_-_212207219.25-NM_001286230	negative_control	548	638	600	651
Stress_Proteostasis=negDTL_-_212209039.22-NM_001286229	negative_control	423	449	468	575
Stress_Proteostasis=negDYNC1H1_+_102430502.23-all	negative_control	684	753	738	770
Stress_Proteostasis=negDYNC1H1_+_102431621.25-all	negative_control	538	561	515	511
Stress_Proteostasis=negDYNC1H1_-_102431327.25-all	negative_control	304	265	353	309
Stress_Proteostasis=negDYNC1I2_+_172542758.25-NM_001271788	negative_control	149	123	206	167
Stress_Proteostasis=negDYNC1I2_+_172543821.24-NM_001271789	negative_control	225	198	159	192
Stress_Proteostasis=negDYNC1I2_-_172543222.24-NM_001378	negative_control	936	1107	1013	1063
Stress_Proteostasis=negDYNC1I2_-_172544677.25-NM_001271785	negative_control	211	204	221	181
Stress_Proteostasis=negDYRK1A_-_38738968.25-NM_101395	negative_control	622	559	563	585
Stress_Proteostasis=negDYRK1A_-_38739278.24-NM_101395	negative_control	0	0	0	0
Stress_Proteostasis=negDYRK1A_-_38739855.24-NM_101395	negative_control	523	568	603	578
Stress_Proteostasis=negEEF1G_+_62342979.25-all	negative_control	53	40	24	24
Stress_Proteostasis=negEEF1G_-_62342639.24-all	negative_control	199	241	239	259
Stress_Proteostasis=negEFTUD2_-_42977801.25-NM_001142605,NM_001258354	negative_control	255	294	122	202
Stress_Proteostasis=negEIF2B3_+_45451837.24-NM_001166588	negative_control	445	481	391	492
Stress_Proteostasis=negEIF2B3_+_45452118.24-NM_001166588,NM_001261418	negative_control	278	288	400	353
Stress_Proteostasis=negEIF2B3_-_45453010.24-NM_001261418	negative_control	612	775	724	672
Stress_Proteostasis=negEIF2B4_+_27592436.24-NM_015636	negative_control	809	772	746	812
Stress_Proteostasis=negEIF2B4_+_27593226.24-NM_172195,NM_001034116	negative_control	825	931	870	901
Stress_Proteostasis=negEIF2B4_+_27593596.24-NM_001034116	negative_control	654	620	588	514
Stress_Proteostasis=negEIF2B4_-_27592703.25-NM_172195	negative_control	246	307	320	203
Stress_Proteostasis=negEIF2B4_-_27593525.23-NM_172195	negative_control	241	263	254	267
Stress_Proteostasis=negEIF2S1_+_67826568.21-all	negative_control	203	151	161	140
Stress_Proteostasis=negEIF2S2_-_32698567.24-all	negative_control	754	901	899	818
Stress_Proteostasis=negEIF3A_+_120840280.25-all	negative_control	18	17	20	33
Stress_Proteostasis=negEIF3D_-_36923761.23-all	negative_control	133	130	182	159
Stress_Proteostasis=negEIF4A1_+_7476130.25-NM_001204510	negative_control	906	885	1013	913
Stress_Proteostasis=negEIF4A3_-_78120993.25-all	negative_control	986	1012	798	913
Stress_Proteostasis=negEIF4B_-_53401710.25-all	negative_control	404	406	559	406
Stress_Proteostasis=negEIF4E_+_99850041.25-NM_001130678	negative_control	381	434	349	364
Stress_Proteostasis=negEIF4E_-_99853133.25-NM_001130679	negative_control	53	78	58	63
Stress_Proteostasis=negEIF4E_-_99853316.24-NM_001130679	negative_control	676	623	717	550
Stress_Proteostasis=negEIF4G2_+_10829304.25-NM_001042559	negative_control	238	350	272	385
Stress_Proteostasis=negEIF4G2_+_10829898.21-NM_001418	negative_control	648	682	1469	1488
Stress_Proteostasis=negEIF4G2_+_10830006.24-NM_001172705	negative_control	405	453	514	426
Stress_Proteostasis=negEIF5A_-_7210102.23-NM_001143760	negative_control	1108	995	1091	1063
Stress_Proteostasis=negEIF5A_-_7211519.23-NM_001143760,NM_001970	negative_control	641	798	704	704
Stress_Proteostasis=negEIF5A_-_7211525.23-NM_001970	negative_control	373	441	392	412
Stress_Proteostasis=negEIF5A_-_7211738.23-NM_001143761	negative_control	161	158	140	126
Stress_Proteostasis=negEIF5A_-_7212030.24-NM_001143760	negative_control	407	553	623	506
Stress_Proteostasis=negEIF6_+_33873904.25-NR_052023	negative_control	174	246	192	212
Stress_Proteostasis=negEIF6_-_33870872.24-NM_181468	negative_control	1167	1098	1341	1226
Stress_Proteostasis=negELP4_+_31531371.25-all	negative_control	533	485	645	603
Stress_Proteostasis=negESF1_-_13765889.25-NM_016649	negative_control	256	231	214	212
Stress_Proteostasis=negETF1_-_137878856.24-NM_001256302	negative_control	1197	1219	516	486
Stress_Proteostasis=negETF1_-_137879096.25-NM_004730	negative_control	348	312	359	370
Stress_Proteostasis=negEXOSC2_-_133570895.25-NM_001282708	negative_control	285	247	247	214
Stress_Proteostasis=negEZH2_+_148581024.24-NM_001203249	negative_control	312	347	333	360
Stress_Proteostasis=negEZH2_-_148580881.23-NM_001203247	negative_control	555	703	520	442
Stress_Proteostasis=negFBXO5_+_153304751.25-NM_012177	negative_control	272	328	378	318
Stress_Proteostasis=negFBXO5_+_153305703.23-NM_012177	negative_control	286	359	385	424
Stress_Proteostasis=negFBXO5_-_153305209.23-NM_012177	negative_control	303	312	299	309
Stress_Proteostasis=negFUBP1_+_78445655.25-all	negative_control	532	524	396	425
Stress_Proteostasis=negGABPA_+_27106885.25-NM_001197297	negative_control	196	287	280	269
Stress_Proteostasis=negGABPA_+_27107173.24-NM_002040	negative_control	1196	1227	1120	1056
Stress_Proteostasis=negGABPA_+_27108160.24-NM_002040	negative_control	520	477	787	695
Stress_Proteostasis=negGABPA_-_27106893.24-NM_002040	negative_control	512	730	679	639
Stress_Proteostasis=negGABPA_-_27107889.25-NM_002040	negative_control	109	88	133	48
Stress_Proteostasis=negGABPA_-_27108004.25-NM_001197297	negative_control	379	513	552	488
Stress_Proteostasis=negGABPB1_+_50646504.23-NM_002041	negative_control	698	686	689	771
Stress_Proteostasis=negGABPB1_+_50647413.25-NM_016655	negative_control	273	292	277	253
Stress_Proteostasis=negGABPB1_-_50647528.24-NM_005254	negative_control	976	907	957	937
Stress_Proteostasis=negGABPB1_-_50647968.24-NM_005254	negative_control	602	645	625	630
Stress_Proteostasis=negGABPB1_-_50649278.23-NM_016655	negative_control	673	634	721	639
Stress_Proteostasis=negGARS_+_30634542.24-all	negative_control	223	238	284	274
Stress_Proteostasis=negGART_+_34914546.23-NM_001136006	negative_control	395	375	469	386
Stress_Proteostasis=negGART_+_34914756.25-NM_175085	negative_control	516	480	493	503
Stress_Proteostasis=negGART_-_34914020.25-NM_001136005	negative_control	560	652	559	656
Stress_Proteostasis=negGART_-_34914192.25-NM_001136006	negative_control	314	352	353	294
Stress_Proteostasis=negGART_-_34915227.25-NM_001136005	negative_control	510	505	465	426
Stress_Proteostasis=negGEMIN4_-_654561.22-all	negative_control	814	948	807	970
Stress_Proteostasis=negGEMIN4_-_655732.23-all	negative_control	351	336	342	347
Stress_Proteostasis=negGNL3L_+_54557953.24-NM_019067	negative_control	478	502	494	522
Stress_Proteostasis=negGNL3L_-_54555698.25-NM_019067	negative_control	367	393	434	393
Stress_Proteostasis=negGNL3_-_52719581.24-NM_206825	negative_control	667	779	800	713
Stress_Proteostasis=negGNL3_-_52720348.24-NM_206825	negative_control	689	735	691	643
Stress_Proteostasis=negGNL3_-_52720422.22-NM_206826	negative_control	598	752	608	795
Stress_Proteostasis=negGON4L_+_155826316.23-NM_001282860	negative_control	1017	1081	812	795
Stress_Proteostasis=negGON4L_+_155829989.23-NM_001282856	negative_control	0	0	0	0
Stress_Proteostasis=negGON4L_-_155828698.25-NM_001282856	negative_control	673	810	440	407
Stress_Proteostasis=negGON4L_-_155828851.24-NM_001282858	negative_control	383	283	275	348
Stress_Proteostasis=negGSPT1_+_12011265.24-NM_002094	negative_control	546	547	506	546
Stress_Proteostasis=negGSPT1_+_12011348.24-NM_001130006	negative_control	225	263	219	155
Stress_Proteostasis=negGTF2H1_+_18343436.24-NM_001142307	negative_control	486	513	652	529
Stress_Proteostasis=negGTF2H1_-_18343914.25-NM_001142307	negative_control	395	481	436	390
Stress_Proteostasis=negGTF2H3_-_124117479.24-NM_001271866	negative_control	18	23	47	62
Stress_Proteostasis=negHARS_+_140070082.23-NM_001258041	negative_control	159	182	122	133
Stress_Proteostasis=negHAUS2_+_42840496.24-all	negative_control	162	297	126	83
Stress_Proteostasis=negHAUS2_+_42841724.24-NM_018097	negative_control	341	293	283	323
Stress_Proteostasis=negHAUS2_-_42839635.22-NM_018097	negative_control	663	834	790	822
Stress_Proteostasis=negHNRNPC_+_21737037.25-NM_001077443	negative_control	272	274	251	202
Stress_Proteostasis=negHNRNPC_-_21739407.25-NM_001077443	negative_control	567	608	554	614
Stress_Proteostasis=negHNRNPL_+_39340664.24-NM_001533	negative_control	530	642	597	581
Stress_Proteostasis=negHNRNPL_+_39343793.25-NM_001005335	negative_control	488	581	637	558
Stress_Proteostasis=negHNRNPL_-_39341977.24-all	negative_control	447	606	424	567
Stress_Proteostasis=negHNRNPM_+_8510277.24-NM_005968	negative_control	130	147	312	244
Stress_Proteostasis=negHNRNPM_-_8509971.25-NM_005968	negative_control	362	402	433	430
Stress_Proteostasis=negHNRNPM_-_8510652.25-NM_005968	negative_control	565	627	601	724
Stress_Proteostasis=negHSD17B10_-_53459724.23-NM_004493	negative_control	860	880	929	946
Stress_Proteostasis=negHSP90AB1_+_44215656.25-NM_001271971	negative_control	103	59	76	75
Stress_Proteostasis=negHSP90AB1_-_44213086.25-NM_001271969	negative_control	681	820	761	663
Stress_Proteostasis=negHSP90AB1_-_44213172.25-NM_007355	negative_control	286	303	300	283
Stress_Proteostasis=negHSP90AB1_-_44213479.24-NM_001271970	negative_control	274	302	344	269
Stress_Proteostasis=negHSP90AB1_-_44214357.25-NM_001271970	negative_control	639	708	666	611
Stress_Proteostasis=negHSP90AB1_-_44214544.22-NM_007355	negative_control	264	194	263	209
Stress_Proteostasis=negHSPD1_+_198364278.22-NM_002156	negative_control	703	676	622	658
Stress_Proteostasis=negHSPD1_+_198364428.23-NM_199440	negative_control	123	178	145	128
Stress_Proteostasis=negHSPD1_-_198365021.25-NM_002156	negative_control	0	0	0	0
Stress_Proteostasis=negIARS2_+_220268202.24-all	negative_control	815	929	759	911
Stress_Proteostasis=negIARS_+_95054958.21-NM_013417	negative_control	392	413	498	452
Stress_Proteostasis=negIARS_+_95055038.25-NR_073446	negative_control	317	357	351	355
Stress_Proteostasis=negIARS_+_95055259.24-NM_013417	negative_control	1107	1182	1194	1176
Stress_Proteostasis=negIARS_-_95055917.25-NR_073446	negative_control	473	541	613	451
Stress_Proteostasis=negIARS_-_95055941.25-NR_073446	negative_control	724	811	743	770
Stress_Proteostasis=negIL4I1_+_50432975.24-NR_047577	negative_control	686	834	624	664
Stress_Proteostasis=negIL4I1_+_50433079.22-NR_047577	negative_control	248	221	254	285
Stress_Proteostasis=negIL4I1_-_50431129.24-NM_001258018	negative_control	427	422	664	701
Stress_Proteostasis=negIL4I1_-_50432238.24-NM_001258018	negative_control	159	189	444	353
Stress_Proteostasis=negIL4I1_-_50432382.25-NM_001258017	negative_control	277	297	246	271
Stress_Proteostasis=negIL4I1_-_50432739.24-NR_047577	negative_control	399	520	460	435
Stress_Proteostasis=negIL4I1_-_50433286.25-NR_047577	negative_control	260	344	324	334
Stress_Proteostasis=negIL4I1_-_50433479.23-NM_001258018	negative_control	648	786	712	726
Stress_Proteostasis=negILF2_+_153643881.22-NM_001267809	negative_control	1216	1286	1365	1345
Stress_Proteostasis=negILF2_-_153643626.25-NM_004515	negative_control	346	387	380	380
Stress_Proteostasis=negILF3_+_10763360.24-NM_153464	negative_control	899	873	898	852
Stress_Proteostasis=negILF3_+_10763635.24-NM_012218,NM_001137673	negative_control	659	687	801	758
Stress_Proteostasis=negILF3_+_10765946.25-NM_017620	negative_control	447	426	385	352
Stress_Proteostasis=negILF3_-_10764432.24-NM_153464	negative_control	987	1131	988	1032
Stress_Proteostasis=negILF3_-_10765958.24-NM_004516	negative_control	168	193	249	181
Stress_Proteostasis=negIMMT_+_86421988.25-NM_001100169	negative_control	316	342	356	327
Stress_Proteostasis=negIMMT_-_86423510.25-NM_006839	negative_control	221	204	243	190
Stress_Proteostasis=negINO80C_+_33077592.24-NM_194281	negative_control	625	710	749	536
Stress_Proteostasis=negINO80C_+_33078607.21-NM_001098817	negative_control	485	381	398	404
Stress_Proteostasis=negINO80C_+_33079431.23-NM_194281	negative_control	325	324	385	468
Stress_Proteostasis=negINO80C_+_33079542.25-NM_194281	negative_control	58	52	55	61
Stress_Proteostasis=negINO80_-_41409019.25-NM_017553	negative_control	789	790	748	719
Stress_Proteostasis=negINTS4_-_77705128.23-all	negative_control	630	751	719	636
Stress_Proteostasis=negIPO11_+_61715316.25-NM_001134779	negative_control	376	376	351	326
Stress_Proteostasis=negIPO11_-_61713941.25-NM_001134779	negative_control	497	610	630	712
Stress_Proteostasis=negISCU_+_108957500.25-NM_014301	negative_control	258	184	188	260
Stress_Proteostasis=negISCU_-_108955884.24-NM_014301	negative_control	800	921	590	739
Stress_Proteostasis=negISCU_-_108956407.24-NM_213595	negative_control	218	233	127	111
Stress_Proteostasis=negKARS_+_75680669.24-NM_001130089	negative_control	373	323	429	377
Stress_Proteostasis=negKARS_+_75682189.22-NM_001130089	negative_control	515	581	572	500
Stress_Proteostasis=negKARS_+_75682857.24-NM_005548	negative_control	408	450	378	431
Stress_Proteostasis=negKARS_-_75682357.23-NM_001130089	negative_control	105	80	101	156
Stress_Proteostasis=negKIF11_-_94351476.25-all	negative_control	233	217	258	254
Stress_Proteostasis=negKPNB1_-_45726677.25-NM_002265	negative_control	513	595	592	584
Stress_Proteostasis=negKPNB1_-_45728172.23-NM_001276453	negative_control	72	67	46	54
Stress_Proteostasis=negLARP1_+_154090930.24-all	negative_control	602	659	554	694
Stress_Proteostasis=negLARP1_-_154091206.24-all	negative_control	315	465	485	404
Stress_Proteostasis=negLAS1L_+_64753846.22-NM_031206,NM_001170649	negative_control	847	915	1082	1054
Stress_Proteostasis=negLAS1L_+_64755136.25-NM_001170649	negative_control	699	733	779	697
Stress_Proteostasis=negLAS1L_+_64756206.24-NM_031206	negative_control	175	205	254	185
Stress_Proteostasis=negLAS1L_+_64756226.22-NM_001170650	negative_control	300	220	290	256
Stress_Proteostasis=negLETM1_-_1859243.25-all	negative_control	44	32	58	23
Stress_Proteostasis=negLIAS_+_39460209.25-NM_001278591	negative_control	101	79	92	90
Stress_Proteostasis=negLIAS_-_39461220.24-NM_194451	negative_control	446	524	524	388
Stress_Proteostasis=negLIAS_-_39461834.23-NM_001278592,NM_001278591	negative_control	494	580	570	598
Stress_Proteostasis=negLIN54_+_83930871.25-NM_001115008	negative_control	368	487	369	439
Stress_Proteostasis=negLIN54_+_83933486.24-NM_001115007	negative_control	9	5	2	3
Stress_Proteostasis=negLIN54_+_83933598.25-NM_194282	negative_control	198	196	138	143
Stress_Proteostasis=negLIN54_-_83931845.23-NM_194282	negative_control	327	308	419	365
Stress_Proteostasis=negLIN54_-_83933594.25-NM_194282	negative_control	633	640	685	677
Stress_Proteostasis=negLIN54_-_83934356.22-NM_001115007	negative_control	529	741	656	626
Stress_Proteostasis=negLSM6_-_147097382.24-all	negative_control	766	755	589	661
Stress_Proteostasis=negLSM6_-_147097902.25-all	negative_control	784	941	839	786
Stress_Proteostasis=negLUC7L2_-_139026466.23-NM_001244585	negative_control	142	176	474	463
Stress_Proteostasis=negLUC7L2_-_139044680.22-NM_016019,NM_001270643	negative_control	607	587	598	658
Stress_Proteostasis=negLUC7L3_+_48796211.25-NM_016424	negative_control	148	199	193	225
Stress_Proteostasis=negLYRM4_+_5261242.25-NM_001164840	negative_control	128	198	185	200
Stress_Proteostasis=negMATR3_+_138609040.25-NM_001194954	negative_control	460	435	436	395
Stress_Proteostasis=negMATR3_-_138608819.25-NM_001282278	negative_control	522	449	550	485
Stress_Proteostasis=negMATR3_-_138609163.24-NM_001282278	negative_control	229	285	201	227
Stress_Proteostasis=negMATR3_-_138609240.24-NM_199189	negative_control	298	306	289	303
Stress_Proteostasis=negMATR3_-_138627692.24-NM_018834	negative_control	573	593	747	674
Stress_Proteostasis=negMATR3_-_138627866.23-NM_018834	negative_control	887	927	1096	1063
Stress_Proteostasis=negMCM3AP_-_47703673.22-all	negative_control	428	398	442	428
Stress_Proteostasis=negMCM6_-_136633161.25-all	negative_control	520	522	639	611
Stress_Proteostasis=negMCM7_+_99698337.25-NM_001278595	negative_control	0	0	0	0
Stress_Proteostasis=negMCM7_+_99698631.25-NM_001278595	negative_control	613	821	639	688
Stress_Proteostasis=negMCM7_+_99698852.25-NM_001278595	negative_control	339	410	369	401
Stress_Proteostasis=negMCM7_-_99698540.24-NM_182776	negative_control	346	313	271	308
Stress_Proteostasis=negMCM7_-_99700434.24-NM_005916,NM_001278595	negative_control	695	709	742	735
Stress_Proteostasis=negMCM7_-_99700460.22-NM_001278595	negative_control	351	473	424	454
Stress_Proteostasis=negMDN1_-_90529739.23-all	negative_control	50	74	92	47
Stress_Proteostasis=negMED12_-_70338454.23-all	negative_control	1607	1754	1099	1296
Stress_Proteostasis=negMED14_+_40593824.25-all	negative_control	398	401	439	395
Stress_Proteostasis=negMED26_+_16738828.25-all	negative_control	302	316	316	295
Stress_Proteostasis=negMED26_-_16738021.24-all	negative_control	312	306	303	284
Stress_Proteostasis=negMETAP2_+_95867090.25-all	negative_control	666	581	561	599
Stress_Proteostasis=negMETAP2_+_95868597.23-all	negative_control	992	1027	1052	841
Stress_Proteostasis=negMETTL16_+_2414020.24-all	negative_control	619	551	876	769
Stress_Proteostasis=negMETTL16_-_2415789.25-all	negative_control	764	771	778	868
Stress_Proteostasis=negMFAP1_-_44117114.24-all	negative_control	622	704	692	632
Stress_Proteostasis=negMIS12_+_5389198.25-NM_001258217	negative_control	508	643	588	491
Stress_Proteostasis=negMIS12_+_5390885.24-NM_001258217	negative_control	207	242	68	73
Stress_Proteostasis=negMIS12_+_5390971.23-NM_001258219	negative_control	412	461	420	520
Stress_Proteostasis=negMIS12_+_5391516.25-NM_024039	negative_control	384	511	486	434
Stress_Proteostasis=negMIS12_-_5389416.25-NM_001258219,NM_024039	negative_control	409	434	458	487
Stress_Proteostasis=negMIS12_-_5390634.24-NM_001258220	negative_control	585	683	573	735
Stress_Proteostasis=negMIS12_-_5390655.23-NM_001258220	negative_control	512	685	713	679
Stress_Proteostasis=negMRPL3_+_131221281.25-all	negative_control	201	196	203	214
Stress_Proteostasis=negMRPL3_+_131223179.25-all	negative_control	463	435	588	490
Stress_Proteostasis=negMRPS22_-_139061102.25-all	negative_control	428	438	417	332
Stress_Proteostasis=negMRPS22_-_139062434.25-all	negative_control	95	160	148	122
Stress_Proteostasis=negMRPS27_-_71617218.25-NM_001286751	negative_control	313	381	338	324
Stress_Proteostasis=negMTOR_-_11321941.24-all	negative_control	810	904	841	895
Stress_Proteostasis=negMTOR_-_11322726.25-all	negative_control	841	848	475	573
Stress_Proteostasis=negMTPAP_+_30637927.24-all	negative_control	479	533	693	717
Stress_Proteostasis=negMTPAP_-_30638953.25-all	negative_control	505	636	664	554
Stress_Proteostasis=negNAA25_+_112547502.25-all	negative_control	499	530	438	500
Stress_Proteostasis=negNAA50_+_113464116.25-all	negative_control	522	449	433	517
Stress_Proteostasis=negNACA_-_57119053.23-NM_001113203	negative_control	606	583	546	493
Stress_Proteostasis=negNACA_-_57119268.24-NM_001113202	negative_control	464	475	523	436
Stress_Proteostasis=negNARS2_-_78286439.23-NM_001243251	negative_control	580	656	607	704
Stress_Proteostasis=negNARS2_-_78286690.23-NM_024678	negative_control	60	61	40	64
Stress_Proteostasis=negNAT10_+_34127882.25-NM_001144030	negative_control	259	319	289	255
Stress_Proteostasis=negNBAS_+_15701615.24-NR_052013	negative_control	378	431	426	288
Stress_Proteostasis=negNCAPG_-_17811468.25-NM_022346	negative_control	428	571	493	504
Stress_Proteostasis=negNCAPH_-_97000200.25-NM_015341	negative_control	568	535	510	441
Stress_Proteostasis=negNCAPH_-_97000588.24-NM_001281711	negative_control	575	630	713	642
Stress_Proteostasis=negNCAPH_-_97000975.25-NM_001281710	negative_control	296	384	418	305
Stress_Proteostasis=negNCAPH_-_97001483.24-NM_015341	negative_control	279	323	228	343
Stress_Proteostasis=negNCAPH_-_97002270.23-NM_015341	negative_control	364	318	339	428
Stress_Proteostasis=negNDC80_+_2570953.25-all	negative_control	73	59	54	82
Stress_Proteostasis=negNFYC_+_41156358.25-NM_001142588	negative_control	393	391	416	380
Stress_Proteostasis=negNFYC_+_41157092.25-NM_001142590	negative_control	411	479	474	458
Stress_Proteostasis=negNFYC_+_41157219.23-NM_001142589	negative_control	33	21	31	79
Stress_Proteostasis=negNHP2L1_+_42084934.24-NM_001003796	negative_control	417	509	503	516
Stress_Proteostasis=negNHP2L1_-_42084708.24-NM_001003796	negative_control	309	395	348	354
Stress_Proteostasis=negNHP2L1_-_42085579.25-NM_001003796	negative_control	482	437	392	427
Stress_Proteostasis=negNOL11_-_65712551.22-all	negative_control	391	415	428	510
Stress_Proteostasis=negNOL11_-_65715428.25-all	negative_control	707	894	729	868
Stress_Proteostasis=negNOL12_+_38081523.25-all	negative_control	371	391	328	377
Stress_Proteostasis=negNOLC1_+_103910981.25-NM_001284388	negative_control	537	592	551	594
Stress_Proteostasis=negNOLC1_+_103912675.24-NM_001284388	negative_control	638	708	780	652
Stress_Proteostasis=negNOP58_-_203128947.22-all	negative_control	739	741	833	828
Stress_Proteostasis=negNRDE2_+_90799422.24-all	negative_control	355	355	321	378
Stress_Proteostasis=negNRF1_+_129251197.21-NM_005011	negative_control	397	516	425	458
Stress_Proteostasis=negNSRP1_-_28442653.24-NM_032141	negative_control	454	511	427	505
Stress_Proteostasis=negNSRP1_-_28443849.25-NM_032141	negative_control	150	188	151	143
Stress_Proteostasis=negNUP153_+_17706917.23-NM_001278209	negative_control	648	529	619	571
Stress_Proteostasis=negNUP153_+_17708518.24-NM_001278210	negative_control	321	396	434	358
Stress_Proteostasis=negNUP153_-_17705810.24-NM_001278209	negative_control	1052	1115	1209	994
Stress_Proteostasis=negNUP153_-_17706534.25-NM_001278210	negative_control	242	206	190	224
Stress_Proteostasis=negNUP155_+_37372589.25-NM_153485	negative_control	613	683	657	623
Stress_Proteostasis=negNUP155_+_37372708.25-NM_001278312	negative_control	419	500	398	373
Stress_Proteostasis=negNUP155_-_37372490.24-NM_001278312	negative_control	327	335	396	415
Stress_Proteostasis=negNUP160_-_47870020.25-all	negative_control	281	407	448	366
Stress_Proteostasis=negNUP205_-_135242676.25-all	negative_control	174	180	136	155
Stress_Proteostasis=negNUP54_+_77069320.23-NR_103780	negative_control	1096	1243	736	697
Stress_Proteostasis=negNUP54_+_77069704.25-NR_103782	negative_control	334	322	232	173
Stress_Proteostasis=negNUP54_+_77070110.25-NR_103782	negative_control	565	558	592	470
Stress_Proteostasis=negNUP54_+_77071016.25-NR_103782	negative_control	443	517	535	545
Stress_Proteostasis=negNUP54_-_77071034.24-NM_001278603	negative_control	498	523	460	549
Stress_Proteostasis=negNUP93_+_56765056.25-NM_014669	negative_control	541	693	664	607
Stress_Proteostasis=negNUP98_+_3818284.25-NM_139132	negative_control	305	413	331	324
Stress_Proteostasis=negNUP98_+_3818641.24-NM_016320	negative_control	102	105	103	118
Stress_Proteostasis=negNUP98_+_3818842.24-NM_016320	negative_control	583	707	648	646
Stress_Proteostasis=negNUP98_+_3819293.25-NM_016320	negative_control	483	444	489	420
Stress_Proteostasis=negNUP98_+_3819637.25-NM_005387	negative_control	400	312	368	290
Stress_Proteostasis=negNUP98_-_3820034.22-NM_139132	negative_control	493	624	711	480
Stress_Proteostasis=negNUP98_-_3820712.24-NM_005387	negative_control	423	396	456	414
Stress_Proteostasis=negOGDH_+_44645423.23-NM_001003941	negative_control	781	837	730	875
Stress_Proteostasis=negOGDH_+_44645596.24-NM_001003941	negative_control	917	1001	917	921
Stress_Proteostasis=negOGDH_+_44647722.22-NM_001003941	negative_control	922	875	702	735
Stress_Proteostasis=negOGDH_-_44645379.24-NM_001165036	negative_control	285	275	281	269
